00036	39175
00035	37403
00034	36572
00033	35977
00032	34414
00031	32806
00030	30952
00029	28804
00028	27717
00027	27185
00026	26390
00025	24931
00024	23205
00023	21253
00022	19336
00021	17249
00020	16182
00019	15437
00018	14007
00017	12427
00016	10934
00015	09443
00014	07923
00013	07131
00012	06624
00011	05698
00010	04947
00009	04085
00008	03281
00007	02567
00006	02117
00005	01811
00004	01587
00003	01180
00002	00771
